18-08-08 14:48:23 --- one package
18-08-08 14:49:21 ---  -537  -140  8278
18-08-08 14:49:21 ---  -539  -137  8270
18-08-08 14:49:21 ---  -536  -144  8272
18-08-08 14:49:21 ---  -539  -150  8264
18-08-08 14:49:21 ---  -537  -151  8263
18-08-08 14:49:21 ---  -536  -149  8264
18-08-08 14:49:21 ---  -543  -142  8270
18-08-08 14:49:21 ---  -540  -135  8273
18-08-08 14:49:21 ---  -540  -135  8278
18-08-08 14:49:21 ---  -534  -140  8271
18-08-08 14:49:21 ---  -527  -147  8271
18-08-08 14:49:21 ---  -523  -156  8275
18-08-08 14:49:21 ---  -524  -161  8282
18-08-08 14:49:21 ---  -531  -164  8293
18-08-08 14:49:21 ---  -537  -161  8292
18-08-08 14:49:21 ---  -548  -152  8284
18-08-08 14:49:21 ---  -547  -145  8273
18-08-08 14:49:21 ---  -542  -139  8269
18-08-08 14:49:21 ---  -535  -135  8265
18-08-08 14:49:21 ---  -517  -141  8270
18-08-08 14:49:21 ---  -510  -146  8267
18-08-08 14:49:21 ---  -503  -148  8273
18-08-08 14:49:21 ---  -509  -151  8273
18-08-08 14:49:21 ---  -516  -144  8281
18-08-08 14:49:21 ---  -531  -138  8286
18-08-08 14:49:21 ---  -537  -128  8287
18-08-08 14:49:21 ---  -536  -127  8286
18-08-08 14:49:21 ---  -540  -123  8283
18-08-08 14:49:21 ---  -531  -129  8280
18-08-08 14:49:21 ---  -527  -134  8276
18-08-08 14:49:21 ---  -517  -138  8275
18-08-08 14:49:21 ---  -514  -146  8274
18-08-08 14:49:21 ---  -510  -144  8281
18-08-08 14:49:21 ---  -511  -148  8281
18-08-08 14:49:21 ---  -523  -147  8286
18-08-08 14:49:21 ---  -527  -148  8279
18-08-08 14:49:21 ---  -538  -153  8278
18-08-08 14:49:21 ---  -538  -153  8282
18-08-08 14:49:21 ---  -534  -154  8289
18-08-08 14:49:21 ---  -527  -153  8301
18-08-08 14:49:21 ---  -523  -150  8305
18-08-08 14:49:21 ---  -523  -146  8308
18-08-08 14:49:21 ---  -523  -140  8295
18-08-08 14:49:21 ---  -524  -137  8291
18-08-08 14:49:21 ---  -524  -133  8281
18-08-08 14:49:21 ---  -533  -137  8279
18-08-08 14:49:21 ---  -536  -137  8279
18-08-08 14:49:21 ---  -549  -139  8280
18-08-08 14:49:21 ---  -551  -138  8283
18-08-08 14:49:21 ---  -545  -135  8288
18-08-08 14:49:21 ---  -535  -130  8292
18-08-08 14:49:21 ---  -528  -123  8287
18-08-08 14:49:21 ---  -524  -120  8286
18-08-08 14:49:21 ---  -532  -119  8282
18-08-08 14:49:21 ---  -536  -126  8286
18-08-08 14:49:21 ---  -539  -130  8287
18-08-08 14:49:21 ---  -539  -138  8290
18-08-08 14:49:21 ---  -544  -139  8295
18-08-08 14:49:21 ---  -546  -136  8303
18-08-08 14:49:21 ---  -551  -130  8318
18-08-08 14:49:21 ---  -549  -125  8325
18-08-08 14:49:21 ---  -546  -123  8323
18-08-08 14:49:21 ---  -540  -130  8317
18-08-08 14:49:21 ---  -537  -138  8312
18-08-08 14:49:21 ---  -530  -151  8304
18-08-08 14:49:21 ---  -531  -160  8305
18-08-08 14:49:21 ---  -526  -168  8298
18-08-08 14:49:21 ---  -539  -179  8302
18-08-08 14:49:21 ---  -536  -180  8305
18-08-08 14:49:21 ---  -543  -179  8307
18-08-08 14:49:21 ---  -536  -169  8306
18-08-08 14:49:21 ---  -528  -155  8305
18-08-08 14:49:21 ---  -523  -137  8304
18-08-08 14:49:21 ---  -520  -126  8312
18-08-08 14:49:21 ---  -528  -119  8303
18-08-08 14:49:21 ---  -535  -121  8296
18-08-08 14:49:21 ---  -546  -137  8284
18-08-08 14:49:21 ---  -545  -151  8269
18-08-08 14:49:21 ---  -546  -158  8274
18-08-08 14:49:22 ---  -534  -165  8277
18-08-08 14:49:22 ---  -535  -162  8289
18-08-08 14:49:22 ---  -528  -156  8297
18-08-08 14:49:22 ---  -536  -144  8295
18-08-08 14:49:22 ---  -536  -134  8290
18-08-08 14:49:22 ---  -538  -128  8282
18-08-08 14:49:22 ---  -533  -126  8273
18-08-08 14:49:22 ---  -526  -130  8276
18-08-08 14:49:22 ---  -523  -135  8274
18-08-08 14:49:22 ---  -531  -136  8289
18-08-08 14:49:22 ---  -537  -142  8292
18-08-08 14:49:22 ---  -552  -141  8297
18-08-08 14:49:22 ---  -546  -146  8295
18-08-08 14:49:22 ---  -541  -150  8289
18-08-08 14:49:22 ---  -527  -154  8284
18-08-08 14:49:22 ---  -522  -153  8276
18-08-08 14:49:22 ---  -518  -153  8279
18-08-08 14:49:22 ---  -522  -150  8276
18-08-08 14:49:22 ---  -522  -148  8282
18-08-08 14:49:22 ---  -525  -147  8283
18-08-08 14:49:22 ---  -539  -146  8287
18-08-08 14:49:22 ---  -543  -146  8278
18-08-08 14:49:22 ---  -554  -141  8278
18-08-08 14:49:22 ---  -547  -140  8270
18-08-08 14:49:22 ---  -548  -136  8265
18-08-08 14:49:22 ---  -541  -134  8265
18-08-08 14:49:22 ---  -545  -134  8273
18-08-08 14:49:22 ---  -538  -129  8269
18-08-08 14:49:22 ---  -541  -134  8287
18-08-08 14:49:22 ---  -533  -135  8292
18-08-08 14:49:22 ---  -532  -141  8301
18-08-08 14:49:22 ---  -523  -144  8311
18-08-08 14:49:22 ---  -522  -145  8317
18-08-08 14:49:22 ---  -518  -141  8315
18-08-08 14:49:22 ---  -518  -142  8314
18-08-08 14:49:22 ---  -525  -145  8307
18-08-08 14:49:22 ---  -530  -143  8294
18-08-08 14:49:22 ---  -539  -142  8289
18-08-08 14:49:22 ---  -545  -138  8281
18-08-08 14:49:22 ---  -555  -136  8275
18-08-08 14:49:22 ---  -557  -134  8284
18-08-08 14:49:22 ---  -557  -139  8288
18-08-08 14:49:22 ---  -552  -145  8296
18-08-08 14:49:22 ---  -542  -150  8296
18-08-08 14:49:22 ---  -525  -152  8293
18-08-08 14:49:22 ---  -515  -149  8283
18-08-08 14:49:22 ---  -507  -137  8282
18-08-08 14:49:22 ---  -507  -123  8277
18-08-08 14:49:22 ---  -510  -111  8282
18-08-08 14:49:22 ---  -517  -103  8279
18-08-08 14:49:22 ---  -527  -102  8288
18-08-08 14:49:22 ---  -540  -110  8289
18-08-08 14:49:22 ---  -555  -113  8292
18-08-08 14:49:22 ---  -565  -116  8295
18-08-08 14:49:22 ---  -569  -116  8296
18-08-08 14:49:22 ---  -563  -119  8295
18-08-08 14:49:22 ---  -557  -123  8305
18-08-08 14:49:22 ---  -543  -139  8307
18-08-08 14:49:22 ---  -536  -150  8313
18-08-08 14:49:22 ---  -527  -154  8311
18-08-08 14:49:22 ---  -521  -157  8314
18-08-08 14:49:22 ---  -514  -149  8302
18-08-08 14:49:22 ---  -514  -147  8299
18-08-08 14:49:22 ---  -512  -145  8295
18-08-08 14:49:22 ---  -513  -144  8291
18-08-08 14:49:22 ---  -520  -141  8297
18-08-08 14:49:22 ---  -525  -138  8301
18-08-08 14:49:22 ---  -532  -139  8306
18-08-08 14:49:22 ---  -539  -140  8303
18-08-08 14:49:22 ---  -541  -148  8301
18-08-08 14:49:22 ---  -533  -154  8291
18-08-08 14:49:22 ---  -529  -162  8289
18-08-08 14:49:22 ---  -520  -172  8285
18-08-08 14:49:22 ---  -518  -173  8288
18-08-08 14:49:22 ---  -519  -171  8290
18-08-08 14:49:22 ---  -521  -161  8289
18-08-08 14:49:22 ---  -521  -146  8292
18-08-08 14:49:22 ---  -518  -135  8291
18-08-08 14:49:22 ---  -518  -131  8297
18-08-08 14:49:22 ---  -514  -131  8294
18-08-08 14:49:22 ---  -514  -133  8296
18-08-08 14:49:22 ---  -517  -134  8291
18-08-08 14:49:22 ---  -524  -132  8285
18-08-08 14:49:22 ---  -525  -129  8279
18-08-08 14:49:22 ---  -532  -129  8280
18-08-08 14:49:22 ---  -537  -132  8280
18-08-08 14:49:22 ---  -543  -138  8289
18-08-08 14:49:22 ---  -551  -135  8301
18-08-08 14:49:22 ---  -549  -137  8307
18-08-08 14:49:22 ---  -545  -130  8311
18-08-08 14:49:22 ---  -534  -129  8311
18-08-08 14:49:22 ---  -530  -127  8300
18-08-08 14:49:22 ---  -516  -130  8295
18-08-08 14:49:22 ---  -526  -136  8291
18-08-08 14:49:22 ---  -521  -146  8289
18-08-08 14:49:22 ---  -533  -149  8290
18-08-08 14:49:22 ---  -549  -152  8295
18-08-08 14:49:22 ---  -553  -155  8296
18-08-08 14:49:22 ---  -560  -154  8300
18-08-08 14:49:23 --- one package
18-08-08 14:49:23 ---  -550  -136  8286
18-08-08 14:49:23 ---  -554  -134  8295
18-08-08 14:49:23 ---  -549  -139  8289
18-08-08 14:49:23 ---  -544  -142  8287
18-08-08 14:49:23 ---  -548  -143  8284
18-08-08 14:49:23 ---  -546  -145  8281
18-08-08 14:49:23 ---  -549  -137  8279
18-08-08 14:49:23 ---  -540  -136  8272
18-08-08 14:49:23 ---  -532  -134  8272
18-08-08 14:49:23 ---  -529  -133  8272
18-08-08 14:49:23 ---  -535  -140  8277
18-08-08 14:49:23 ---  -548  -140  8286
18-08-08 14:49:23 ---  -561  -143  8291
18-08-08 14:49:23 ---  -567  -149  8296
18-08-08 14:49:23 ---  -564  -148  8303
18-08-08 14:49:23 ---  -564  -154  8310
18-08-08 14:49:23 ---  -554  -150  8318
18-08-08 14:49:23 ---  -548  -147  8314
18-08-08 14:49:23 ---  -543  -143  8317
18-08-08 14:49:23 ---  -532  -141  8302
18-08-08 14:49:23 ---  -525  -140  8295
18-08-08 14:49:23 ---  -520  -142  8286
18-08-08 14:49:23 ---  -514  -138  8278
18-08-08 14:49:23 ---  -513  -134  8276
18-08-08 14:49:23 ---  -519  -132  8275
18-08-08 14:49:23 ---  -523  -128  8275
18-08-08 14:49:23 ---  -534  -132  8273
18-08-08 14:49:23 ---  -545  -131  8278
18-08-08 14:49:23 ---  -555  -139  8283
18-08-08 14:49:23 ---  -555  -145  8288
18-08-08 14:49:23 ---  -554  -152  8290
18-08-08 14:49:23 ---  -549  -160  8294
18-08-08 14:49:23 ---  -548  -158  8293
18-08-08 14:49:23 ---  -545  -153  8287
18-08-08 14:49:23 ---  -546  -146  8287
18-08-08 14:49:23 ---  -543  -139  8283
18-08-08 14:49:23 ---  -539  -134  8282
18-08-08 14:49:23 ---  -544  -131  8288
18-08-08 14:49:23 ---  -541  -128  8285
18-08-08 14:49:23 ---  -543  -131  8280
18-08-08 14:49:23 ---  -536  -137  8271
18-08-08 14:49:23 ---  -534  -141  8270
18-08-08 14:49:23 ---  -530  -149  8273
18-08-08 14:49:23 ---  -530  -148  8285
18-08-08 14:49:23 ---  -532  -148  8294
18-08-08 14:49:23 ---  -528  -148  8292
18-08-08 14:49:23 ---  -526  -147  8295
18-08-08 14:49:23 ---  -521  -146  8292
18-08-08 14:49:23 ---  -521  -143  8300
18-08-08 14:49:23 ---  -517  -137  8310
18-08-08 14:49:23 ---  -532  -132  8315
18-08-08 14:49:23 ---  -535  -126  8323
18-08-08 14:49:23 ---  -553  -128  8315
18-08-08 14:49:23 ---  -555  -130  8309
18-08-08 14:49:23 ---  -557  -136  8292
18-08-08 14:49:23 ---  -552  -141  8274
18-08-08 14:49:23 ---  -553  -146  8265
18-08-08 14:49:23 ---  -547  -152  8257
18-08-08 14:49:23 ---  -538  -153  8260
18-08-08 14:49:23 ---  -534  -150  8266
18-08-08 14:49:23 ---  -533  -147  8277
18-08-08 14:49:23 ---  -539  -144  8281
18-08-08 14:49:23 ---  -545  -142  8289
18-08-08 14:49:23 ---  -542  -137  8280
18-08-08 14:49:23 ---  -538  -135  8276
18-08-08 14:49:23 ---  -529  -130  8264
18-08-08 14:49:23 ---  -523  -132  8261
18-08-08 14:49:23 ---  -518  -133  8255
18-08-08 14:49:23 ---  -511  -136  8268
18-08-08 14:49:23 ---  -502  -139  8274
18-08-08 14:49:23 ---  -501  -139  8293
18-08-08 14:49:23 ---  -500  -144  8306
18-08-08 14:49:23 ---  -508  -145  8315
18-08-08 14:49:23 ---  -514  -149  8312
18-08-08 14:49:23 ---  -516  -141  8307
18-08-08 14:49:23 ---  -520  -138  8297
18-08-08 14:49:23 ---  -522  -128  8287
18-08-08 14:49:23 ---  -526  -126  8287
18-08-08 14:49:23 ---  -537  -129  8294
18-08-08 14:49:23 ---  -539  -141  8302
18-08-08 14:49:23 ---  -548  -147  8316
18-08-08 14:49:23 ---  -547  -148  8323
18-08-08 14:49:23 ---  -545  -144  8325
18-08-08 14:49:23 ---  -544  -136  8326
18-08-08 14:49:23 ---  -535  -127  8317
18-08-08 14:49:23 ---  -533  -124  8310
18-08-08 14:49:23 ---  -525  -119  8294
18-08-08 14:49:23 ---  -523  -118  8284
18-08-08 14:49:23 ---  -522  -126  8276
18-08-08 14:49:23 ---  -524  -133  8270
18-08-08 14:49:23 ---  -526  -142  8267
18-08-08 14:49:23 ---  -529  -149  8264
18-08-08 14:49:23 ---  -534  -151  8263
18-08-08 14:49:23 ---  -532  -151  8266
18-08-08 14:49:23 ---  -535  -149  8279
18-08-08 14:49:23 ---  -531  -144  8289
18-08-08 14:49:23 ---  -527  -137  8296
18-08-08 14:49:23 ---  -537  -135  8299
18-08-08 14:49:23 ---  -537  -139  8296
18-08-08 14:49:23 ---  -545  -145  8298
18-08-08 14:49:23 ---  -541  -153  8293
18-08-08 14:49:23 ---  -539  -154  8294
18-08-08 14:49:23 ---  -532  -154  8288
18-08-08 14:49:23 ---  -532  -148  8277
18-08-08 14:49:23 ---  -527  -146  8270
18-08-08 14:49:23 ---  -528  -145  8266
18-08-08 14:49:23 ---  -523  -142  8261
18-08-08 14:49:23 ---  -525  -134  8268
18-08-08 14:49:23 ---  -532  -131  8274
18-08-08 14:49:24 ---  -541  -124  8285
18-08-08 14:49:24 ---  -550  -126  8298
18-08-08 14:49:24 ---  -554  -129  8304
18-08-08 14:49:24 ---  -550  -134  8307
18-08-08 14:49:24 ---  -543  -144  8305
18-08-08 14:49:24 ---  -536  -144  8295
18-08-08 14:49:24 ---  -533  -145  8292
18-08-08 14:49:24 ---  -532  -138  8287
18-08-08 14:49:24 ---  -533  -129  8301
18-08-08 14:49:24 ---  -532  -125  8306
18-08-08 14:49:24 ---  -537  -122  8325
18-08-08 14:49:24 ---  -538  -131  8335
18-08-08 14:49:24 ---  -548  -136  8337
18-08-08 14:49:24 ---  -549  -142  8333
18-08-08 14:49:24 ---  -546  -148  8315
18-08-08 14:49:24 ---  -540  -143  8303
18-08-08 14:49:24 ---  -538  -140  8290
18-08-08 14:49:24 ---  -534  -135  8291
18-08-08 14:49:24 ---  -539  -130  8297
18-08-08 14:49:24 ---  -541  -127  8304
18-08-08 14:49:24 ---  -537  -133  8307
18-08-08 14:49:24 ---  -541  -133  8300
18-08-08 14:49:24 ---  -535  -139  8293
18-08-08 14:49:24 ---  -538  -141  8281
18-08-08 14:49:24 ---  -536  -143  8280
18-08-08 14:49:24 ---  -537  -146  8278
18-08-08 14:49:24 ---  -537  -149  8286
18-08-08 14:49:24 ---  -536  -151  8285
18-08-08 14:49:24 ---  -531  -150  8291
18-08-08 14:49:24 ---  -527  -144  8290
18-08-08 14:49:24 ---  -522  -139  8289
18-08-08 14:49:24 ---  -521  -130  8289
18-08-08 14:49:24 ---  -524  -127  8287
18-08-08 14:49:24 ---  -522  -119  8290
18-08-08 14:49:24 ---  -529  -124  8294
18-08-08 14:49:24 ---  -526  -122  8292
18-08-08 14:49:24 ---  -533  -118  8298
18-08-08 14:49:24 ---  -534  -118  8297
18-08-08 14:49:24 ---  -536  -116  8304
18-08-08 14:49:24 ---  -537  -131  8311
18-08-08 14:49:24 ---  -539  -142  8313
18-08-08 14:49:24 ---  -542  -147  8311
18-08-08 14:49:24 ---  -549  -150  8302
18-08-08 14:49:24 ---  -550  -146  8292
18-08-08 14:49:24 ---  -547  -138  8286
18-08-08 14:49:24 ---  -528  -133  8292
18-08-08 14:49:24 ---  -519  -132  8306
18-08-08 14:49:24 ---  -508  -141  8316
18-08-08 14:49:24 ---  -506  -147  8313
18-08-08 14:49:24 ---  -505  -151  8302
18-08-08 14:49:24 ---  -515  -149  8281
18-08-08 14:49:24 ---  -519  -141  8272
18-08-08 14:49:24 ---  -523  -132  8270
18-08-08 14:49:24 ---  -525  -126  8272
18-08-08 14:49:24 ---  -527  -116  8278
18-08-08 14:49:24 ---  -529  -111  8284
18-08-08 14:49:24 ---  -529  -113  8287
18-08-08 14:49:24 ---  -530  -114  8293
18-08-08 14:49:24 ---  -527  -123  8303
18-08-08 14:49:24 ---  -531  -128  8299
18-08-08 14:49:24 ---  -530  -135  8294
18-08-08 14:49:24 ---  -544  -136  8282
18-08-08 14:49:24 ---  -551  -143  8272
18-08-08 14:49:24 ---  -561  -140  8264
18-08-08 14:49:24 ---  -560  -146  8262
18-08-08 14:49:24 ---  -551  -146  8259
18-08-08 14:49:24 ---  -543  -145  8267
18-08-08 14:49:24 ---  -537  -146  8276
18-08-08 14:49:24 ---  -536  -141  8293
18-08-08 14:49:24 ---  -535  -141  8308
18-08-08 14:49:24 ---  -529  -138  8305
18-08-08 14:49:24 ---  -522  -135  8296
18-08-08 14:49:24 ---  -523  -130  8280
18-08-08 14:49:24 ---  -528  -124  8262
18-08-08 14:49:24 ---  -536  -119  8253
18-08-08 14:49:24 ---  -539  -120  8255
18-08-08 14:49:24 ---  -534  -124  8256
18-08-08 14:49:24 ---  -529  -133  8273
18-08-08 14:49:24 ---  -523  -137  8279
18-08-08 14:49:24 ---  -529  -141  8293
18-08-08 14:49:24 ---  -534  -139  8297
18-08-08 14:49:24 ---  -542  -140  8297
18-08-08 14:49:24 ---  -550  -140  8293
18-08-08 14:49:24 ---  -560  -139  8287
18-08-08 14:49:24 ---  -564  -144  8285
18-08-08 14:49:24 ---  -566  -142  8287
18-08-08 14:49:24 ---  -561  -142  8296
18-08-08 14:49:24 ---  -548  -137  8309
18-08-08 14:49:24 ---  -534  -131  8317
18-08-08 14:49:24 ---  -536  -131  8329
18-08-08 14:49:24 ---  -535  -132  8327
18-08-08 14:49:24 ---  -546  -136  8324
18-08-08 14:49:24 ---  -549  -145  8316
18-08-08 14:49:24 ---  -550  -145  8303
18-08-08 14:49:24 ---  -540  -150  8292
18-08-08 14:49:24 ---  -542  -146  8279
18-08-08 14:49:24 ---  -543  -147  8269
18-08-08 14:49:24 ---  -550  -141  8271
18-08-08 14:49:24 ---  -550  -144  8273
18-08-08 14:49:24 ---  -546  -139  8286
18-08-08 14:49:24 ---  -535  -139  8293
18-08-08 14:49:24 ---  -516  -137  8292
18-08-08 14:49:24 ---  -503  -134  8283
18-08-08 14:49:24 ---  -496  -137  8275
18-08-08 14:49:24 ---  -493  -137  8266
18-08-08 14:49:24 ---  -510  -135  8269
18-08-08 14:49:24 ---  -525  -135  8274
18-08-08 14:49:24 ---  -546  -132  8293
18-08-08 14:49:24 ---  -562  -134  8310
18-08-08 14:49:24 ---  -565  -140  8324
18-08-08 14:49:24 ---  -565  -147  8328
18-08-08 14:49:24 ---  -552  -149  8314
18-08-08 14:49:24 ---  -550  -153  8301
18-08-08 14:49:24 ---  -541  -149  8291
18-08-08 14:49:24 ---  -543  -150  8293
18-08-08 14:49:24 ---  -541  -145  8300
18-08-08 14:49:24 ---  -538  -143  8309
18-08-08 14:49:24 ---  -538  -138  8320
18-08-08 14:49:24 ---  -537  -141  8319
18-08-08 14:49:24 ---  -543  -143  8313
18-08-08 14:49:24 ---  -541  -154  8299
18-08-08 14:49:24 ---  -547  -159  8277
18-08-08 14:49:24 ---  -544  -164  8261
18-08-08 14:49:24 ---  -537  -162  8256
18-08-08 14:49:24 ---  -530  -158  8255
18-08-08 14:49:24 ---  -526  -149  8260
18-08-08 14:49:24 ---  -514  -142  8269
18-08-08 14:49:24 ---  -515  -133  8272
18-08-08 14:49:24 ---  -507  -131  8272
18-08-08 14:49:24 ---  -509  -126  8275
18-08-08 14:49:24 ---  -504  -126  8273
18-08-08 14:49:24 ---  -511  -122  8279
18-08-08 14:49:24 ---  -510  -118  8282
18-08-08 14:49:24 ---  -515  -113  8293
18-08-08 14:49:24 ---  -524  -112  8291
18-08-08 14:49:24 ---  -526  -109  8291
18-08-08 14:49:24 ---  -539  -134  8283
18-08-08 14:49:24 ---  -543  -148  8276
18-08-08 14:49:24 ---  -539  -158  8274
18-08-08 14:49:24 ---  -531  -158  8273
18-08-08 14:49:24 ---  -260  -156  8287
18-08-08 14:49:24 ---  -502  -150  8297
18-08-08 14:49:24 ---  -506  -142  8312
18-08-08 14:49:24 ---  -518  -135  8315
18-08-08 14:49:24 ---  -528  -127  8311
18-08-08 14:49:24 ---  -538  -128  8301
18-08-08 14:49:24 ---  -542  -133  8293
18-08-08 14:49:25 --- one package
18-08-08 14:49:25 ---  -530  -138  8277
18-08-08 14:49:25 ---  -527  -145  8278
18-08-08 14:49:25 ---  -520  -144  8276
18-08-08 14:49:25 ---  -520  -151  8278
18-08-08 14:49:25 ---  -521  -148  8277
18-08-08 14:49:25 ---  -521  -149  8280
18-08-08 14:49:25 ---  -526  -152  8290
18-08-08 14:49:25 ---  -525  -147  8291
18-08-08 14:49:25 ---  -529  -147  8297
18-08-08 14:49:25 ---  -535  -142  8299
18-08-08 14:49:25 ---  -533  -138  8297
18-08-08 14:49:25 ---  -541  -138  8292
18-08-08 14:49:25 ---  -537  -132  8286
18-08-08 14:49:25 ---  -544  -134  8269
18-08-08 14:49:25 ---  -544  -131  8263
18-08-08 14:49:25 ---  -545  -133  8258
18-08-08 14:49:25 ---  -537  -130  8265
18-08-08 14:49:25 ---  -527  -128  8274
18-08-08 14:49:25 ---  -520  -124  8290
18-08-08 14:49:25 ---  -517  -128  8293
18-08-08 14:49:25 ---  -520  -129  8310
18-08-08 14:49:25 ---  -531  -134  8311
18-08-08 14:49:25 ---  -540  -135  8315
18-08-08 14:49:25 ---  -549  -132  8320
18-08-08 14:49:25 ---  -554  -133  8313
18-08-08 14:49:25 ---  -552  -131  8307
18-08-08 14:49:25 ---  -553  -136  8302
18-08-08 14:49:25 ---  -552  -141  8292
18-08-08 14:49:25 ---  -553  -143  8285
18-08-08 14:49:25 ---  -551  -146  8282
18-08-08 14:49:25 ---  -545  -140  8285
18-08-08 14:49:25 ---  -535  -136  8290
18-08-08 14:49:25 ---  -530  -127  8303
18-08-08 14:49:25 ---  -530  -123  8310
18-08-08 14:49:25 ---  -532  -123  8309
18-08-08 14:49:25 ---  -539  -121  8310
18-08-08 14:49:25 ---  -543  -130  8302
18-08-08 14:49:25 ---  -535  -134  8289
18-08-08 14:49:25 ---  -526  -146  8263
18-08-08 14:49:25 ---  -513  -149  8251
18-08-08 14:49:25 ---  -508  -147  8255
18-08-08 14:49:25 ---  -506  -146  8255
18-08-08 14:49:25 ---  -517  -142  8264
18-08-08 14:49:25 ---  -526  -147  8267
18-08-08 14:49:25 ---  -544  -147  8267
18-08-08 14:49:25 ---  -556  -143  8262
18-08-08 14:49:25 ---  -567  -142  8265
18-08-08 14:49:25 ---  -559  -133  8268
18-08-08 14:49:25 ---  -552  -130  8279
18-08-08 14:49:25 ---  -542  -128  8288
18-08-08 14:49:25 ---  -542  -125  8291
18-08-08 14:49:25 ---  -540  -129  8287
18-08-08 14:49:25 ---  -530  -130  8283
18-08-08 14:49:25 ---  -531  -136  8278
18-08-08 14:49:25 ---  -529  -135  8279
18-08-08 14:49:25 ---  -534  -132  8280
18-08-08 14:49:25 ---  -540  -133  8285
18-08-08 14:49:25 ---  -539  -127  8292
18-08-08 14:49:25 ---  -542  -124  8295
18-08-08 14:49:25 ---  -544  -120  8296
18-08-08 14:49:25 ---  -547  -109  8302
18-08-08 14:49:26 ---  -554  -108  8297
18-08-08 14:49:26 ---  -554  -109  8302
18-08-08 14:49:26 ---  -546  -119  8298
18-08-08 14:49:26 ---  -537  -134  8305
18-08-08 14:49:26 ---  -526  -148  8299
18-08-08 14:49:26 ---  -523  -157  8296
18-08-08 14:49:26 ---  -529  -159  8284
18-08-08 14:49:26 ---  -528  -154  8278
18-08-08 14:49:26 ---  -537  -150  8273
18-08-08 14:49:26 ---  -538  -139  8278
18-08-08 14:49:26 ---  -539  -133  8284
18-08-08 14:49:26 ---  -539  -130  8290
18-08-08 14:49:26 ---  -533  -131  8299
18-08-08 14:49:26 ---  -524  -140  8293
18-08-08 14:49:26 ---  -519  -154  8303
18-08-08 14:49:26 ---  -518  -157  8296
18-08-08 14:49:26 ---  -517  -160  8302
18-08-08 14:49:26 ---  -523  -147  8301
18-08-08 14:49:26 ---  -517  -133  8301
18-08-08 14:49:26 ---  -518  -117  8297
18-08-08 14:49:26 ---  -511  -111  8290
18-08-08 14:49:26 ---  -510  -111  8297
18-08-08 14:49:26 ---  -509  -117  8300
18-08-08 14:49:26 ---  -513  -130  8316
18-08-08 14:49:26 ---  -525  -138  8332
18-08-08 14:49:26 ---  -531  -147  8336
18-08-08 14:49:26 ---  -542  -146  8341
18-08-08 14:49:26 ---  -546  -148  8326
18-08-08 14:49:26 ---  -545  -145  8321
18-08-08 14:49:26 ---  -542  -146  8305
18-08-08 14:49:26 ---  -530  -146  8293
18-08-08 14:49:26 ---  -518  -144  8278
18-08-08 14:49:26 ---  -513  -143  8263
18-08-08 14:49:26 ---  -512  -142  8252
18-08-08 14:49:26 ---  -517  -139  8254
18-08-08 14:49:26 ---  -522  -136  8265
18-08-08 14:49:26 ---  -523  -132  8279
18-08-08 14:49:26 ---  -527  -129  8290
18-08-08 14:49:26 ---  -531  -129  8303
18-08-08 14:49:26 ---  -530  -131  8293
18-08-08 14:49:26 ---  -533  -130  8289
18-08-08 14:49:26 ---  -532  -128  8278
18-08-08 14:49:26 ---  -536  -129  8274
18-08-08 14:49:26 ---  -537  -132  8273
18-08-08 14:49:26 ---  -549  -137  8270
18-08-08 14:49:26 ---  -554  -141  8268
18-08-08 14:49:26 ---  -561  -137  8266
18-08-08 14:49:26 ---  -566  -137  8267
18-08-08 14:49:26 ---  -558  -127  8275
18-08-08 14:49:26 ---  -551  -128  8281
18-08-08 14:49:26 ---  -537  -131  8288
18-08-08 14:49:26 ---  -529  -132  8291
18-08-08 14:49:26 ---  -524  -137  8285
18-08-08 14:49:26 ---  -518  -138  8279
18-08-08 14:49:26 ---  -524  -134  8263
18-08-08 14:49:26 ---  -530  -136  8261
18-08-08 14:49:26 ---  -549  -135  8270
18-08-08 14:49:26 ---  -562  -131  8286
18-08-08 14:49:26 ---  -574  -125  8304
18-08-08 14:49:26 ---  -570  -118  8312
18-08-08 14:49:26 ---  -564  -112  8310
18-08-08 14:49:26 ---  -551  -113  8298
18-08-08 14:49:26 ---  -547  -116  8294
18-08-08 14:49:26 ---  -539  -120  8284
18-08-08 14:49:26 ---  -536  -131  8283
18-08-08 14:49:26 ---  -528  -137  8273
18-08-08 14:49:26 ---  -515  -142  8267
18-08-08 14:49:26 ---  -509  -142  8263
18-08-08 14:49:26 ---  -507  -136  8267
18-08-08 14:49:26 ---  -512  -135  8279
18-08-08 14:49:26 ---  -520  -133  8283
18-08-08 14:49:26 ---  -522  -142  8284
18-08-08 14:49:26 ---  -530  -142  8281
18-08-08 14:49:26 ---  -531  -145  8273
18-08-08 14:49:26 ---  -537  -140  8274
18-08-08 14:49:26 ---  -543  -140  8276
18-08-08 14:49:26 ---  -540  -141  8282
18-08-08 14:49:26 ---  -544  -148  8287
18-08-08 14:49:26 ---  -542  -152  8292
18-08-08 14:49:26 ---  -539  -150  8293
18-08-08 14:49:26 ---  -536  -143  8295
18-08-08 14:49:26 ---  -524  -144  8290
18-08-08 14:49:26 ---  -517  -138  8284
18-08-08 14:49:26 ---  -513  -138  8282
18-08-08 14:49:26 ---  -513  -133  8278
18-08-08 14:49:26 ---  -517  -131  8287
